"Wavelength, µm","n","k"
0.2369,1.6276996475098
0.2409,1.6131214131242
0.2449,1.601605277479
0.249,1.5919217863878
0.253,1.5839411371851
0.2571,1.5768753697025
0.2611,1.5708204802409
0.2651,1.5654235229922
0.2692,1.5604475662558
0.2732,1.5560434235227
0.2773,1.5519185757885
0.2813,1.5482197437315
0.2853,1.5447994867452
0.2894,1.5415469133364
0.2934,1.5385918919666
0.2974,1.5358287219694
0.3015,1.5331749038989
0.3055,1.5307427248286
0.3096,1.5283953493362
0.3136,1.5262345345759
0.3176,1.5241904445734
0.3217,1.5222063838049
0.3257,1.5203705087218
0.3298,1.5185831099699
0.3338,1.5169245440741
0.3378,1.5153441103661
0.3419,1.5137995985313
0.3459,1.5123613643179
0.3499,1.5109864225458
0.354,1.5096385765824
0.358,1.5083798206611
0.3621,1.5071436679702
0.3661,1.5059872695319
0.3701,1.5048770024316
0.3742,1.503784119453
0.3782,1.5027594675081
0.3822,1.5017736251216
0.3863,1.500801247412
0.3903,1.4998878046072
0.3944,1.4989857384036
0.3984,1.4981373524391
0.4024,1.4973186878398
0.4065,1.4965088838647
0.4105,1.4957460576751
0.4146,1.4949907272894
0.4186,1.4942785219996
0.4226,1.4935895864759
0.4267,1.4929064776636
0.4307,1.4922615086246
0.4347,1.4916368141466
0.4388,1.4910166252971
0.4428,1.4904303499214
0.4469,1.4898478495355
0.4509,1.4892967847701
0.4549,1.488762031111
0.459,1.4882301445242
0.463,1.4877264310829
0.4671,1.4872250785649
0.4711,1.4867499681402
0.4751,1.4862881594237
0.4792,1.485828078597
0.4832,1.4853916755676
0.4872,1.484967111799
0.4913,1.484543763341
0.4953,1.4841418561832
0.4994,1.4837408763493
0.5034,1.4833599977
0.5074,1.4829889489707
0.5115,1.4826184652899
0.5155,1.4822662832718
0.5196,1.4819144623365
0.5236,1.4815798579343
0.5276,1.4812534928752
0.5317,1.4809272320824
0.5357,1.4806167221937
0.5397,1.4803136554097
0.5438,1.4800104839859
0.5478,1.479721760618
0.5519,1.4794328151523
0.5559,1.4791575253397
0.5599,1.4788885563129
0.564,1.4786192178069
0.568,1.4783624561496
0.572,1.4781114456113
0.5761,1.4778599465605
0.5801,1.4776200566733
0.5842,1.4773796119422
0.5882,1.4771501835971
0.5922,1.4769256935403
0.5963,1.476700566413
0.6003,1.4764856432354
0.6044,1.4762700376992
0.6084,1.4760641364872
0.6124,1.4758625016397
0.6165,1.4756601291366
0.6205,1.4754667736733
0.6245,1.4752773373278
0.6286,1.4750871206034
0.6326,1.4749052970843
0.6367,1.4747226705488
0.6407,1.4745480514496
