0.0160026 	 0.928773 	 7.21075e-05 	 0.00355613 
0.0195587 	 0.996538 	 7.4677e-05 	 0.00355613 
0.0231149 	 1.03477 	 7.60955e-05 	 0.00355612 
0.026671 	 0.969363 	 7.36512e-05 	 0.00355612 
0.0302271 	 0.854045 	 6.91316e-05 	 0.00355611 
0.0337832 	 0.319183 	 4.22626e-05 	 0.00355611 
0.0373393 	 0.053683 	 1.73323e-05 	 0.0035561 
0.0408954 	 0.00731128 	 6.39637e-06 	 0.00355609 
0.0444515 	 0.0123833 	 8.32443e-06 	 0.00355608 
0.0480076 	 0.0184448 	 1.01595e-05 	 0.00355607 
0.0515636 	 0.0145739 	 9.03076e-06 	 0.00355606 
0.0551197 	 0.00657409 	 6.06533e-06 	 0.00355605 
0.0586757 	 0.00132989 	 2.728e-06 	 0.00355604 
0.0622318 	 0.000477283 	 1.63427e-06 	 0.00355603 
0.0657878 	 0.00186922 	 3.2342e-06 	 0.00355602 
0.0693438 	 0.00284416 	 3.98946e-06 	 0.00355601 
0.0728998 	 0.00241108 	 3.67318e-06 	 0.00355599 
0.0764558 	 0.00119646 	 2.58753e-06 	 0.00355598 
0.0800118 	 0.000268879 	 1.22663e-06 	 0.00355596 
0.0835677 	 9.65635e-05 	 7.35094e-07 	 0.00355595 
0.0871237 	 0.000418252 	 1.52987e-06 	 0.00355593 
0.0906796 	 0.000704691 	 1.9858e-06 	 0.00355592 
0.0942355 	 0.000661272 	 1.92365e-06 	 0.0035559 
0.0977914 	 0.000372152 	 1.4431e-06 	 0.00355588 
0.101347 	 0.000102462 	 7.57211e-07 	 0.00355586 
0.104903 	 2.45886e-05 	 3.70939e-07 	 0.00355584 
0.108459 	 0.000110973 	 7.88035e-07 	 0.00355582 
0.112015 	 0.000215449 	 1.09802e-06 	 0.0035558 
0.115571 	 0.000222825 	 1.11665e-06 	 0.00355578 
0.119126 	 0.000140962 	 8.88151e-07 	 0.00355576 
0.122682 	 4.74592e-05 	 5.15343e-07 	 0.00355573 
0.126238 	 8.92552e-06 	 2.23488e-07 	 0.00355571 
0.129793 	 3.01621e-05 	 4.10835e-07 	 0.00355568 
0.133349 	 7.02346e-05 	 6.2692e-07 	 0.00355566 
0.136905 	 8.4258e-05 	 6.86661e-07 	 0.00355563 
0.14046 	 6.28872e-05 	 5.93222e-07 	 0.00355561 
0.144016 	 2.62561e-05 	 3.83312e-07 	 0.00355558 
0.147572 	 5.34972e-06 	 1.73022e-07 	 0.00355555 
0.151127 	 8.50023e-06 	 2.18098e-07 	 0.00355552 
0.154683 	 2.44319e-05 	 3.69756e-07 	 0.0035555 
0.158238 	 3.3654e-05 	 4.33965e-07 	 0.00355547 
0.161794 	 2.7851e-05 	 3.94781e-07 	 0.00355544 
0.165349 	 1.46726e-05 	 2.86543e-07 	 0.0035554 
0.168904 	 3.86679e-06 	 1.471e-07 	 0.00355537 
0.17246 	 2.50698e-06 	 1.18444e-07 	 0.00355534 
0.176015 	 8.43308e-06 	 2.17235e-07 	 0.00355531 
0.17957 	 1.34638e-05 	 2.74486e-07 	 0.00355527 
0.183126 	 1.29434e-05 	 2.69129e-07 	 0.00355524 
0.186681 	 7.437e-06 	 2.04002e-07 	 0.0035552 
0.190236 	 2.64688e-06 	 1.21704e-07 	 0.00355517 
