#Lambda	Bandwidth	AOI	Delta	Psi	Zone	Amin	Pmin	Afix	Pfix	ROIidx	X_pos	Y_pos	Theta_pos
#nm	nm	deg	deg	deg	-	deg	deg	deg	deg	-	mm	mm	deg
658.0	2.0	56.000	176.848	26.888	0	NaN	NaN	NaN	NaN	000	-30.305	18.183	0.000
658.0	2.0	60.000	175.911	23.188	0	NaN	NaN	NaN	NaN	000	-30.305	18.183	0.000
658.0	2.0	64.000	174.434	18.757	0	NaN	NaN	NaN	NaN	000	-30.305	18.183	0.000
658.0	2.0	68.000	171.637	13.323	0	NaN	NaN	NaN	NaN	000	-30.305	18.183	0.000
658.0	2.0	52.000	177.524	30.018	0	NaN	NaN	NaN	NaN	000	-18.183	18.183	0.000
658.0	2.0	56.000	176.858	26.890	0	NaN	NaN	NaN	NaN	000	-18.183	18.183	0.000
658.0	2.0	60.000	175.920	23.188	0	NaN	NaN	NaN	NaN	000	-18.183	18.183	0.000
658.0	2.0	64.000	174.443	18.759	0	NaN	NaN	NaN	NaN	000	-18.183	18.183	0.000
658.0	2.0	68.000	171.640	13.340	0	NaN	NaN	NaN	NaN	000	-18.183	18.183	0.000
658.0	2.0	52.000	177.496	30.017	0	NaN	NaN	NaN	NaN	000	-6.061	18.183	0.000
658.0	2.0	56.000	176.822	26.892	0	NaN	NaN	NaN	NaN	000	-6.061	18.183	0.000
658.0	2.0	60.000	175.870	23.188	0	NaN	NaN	NaN	NaN	000	-6.061	18.183	0.000
658.0	2.0	64.000	174.380	18.760	0	NaN	NaN	NaN	NaN	000	-6.061	18.183	0.000
658.0	2.0	68.000	171.531	13.319	0	NaN	NaN	NaN	NaN	000	-6.061	18.183	0.000
658.0	2.0	52.000	177.503	30.018	0	NaN	NaN	NaN	NaN	000	6.061	18.183	0.000
658.0	2.0	56.000	176.837	26.888	0	NaN	NaN	NaN	NaN	000	6.061	18.183	0.000
658.0	2.0	60.000	175.891	23.187	0	NaN	NaN	NaN	NaN	000	6.061	18.183	0.000
658.0	2.0	64.000	174.410	18.759	0	NaN	NaN	NaN	NaN	000	6.061	18.183	0.000
658.0	2.0	68.000	171.574	13.352	0	NaN	NaN	NaN	NaN	000	6.061	18.183	0.000
658.0	2.0	52.000	177.443	30.021	0	NaN	NaN	NaN	NaN	000	18.183	18.183	0.000
658.0	2.0	56.000	176.756	26.891	0	NaN	NaN	NaN	NaN	000	18.183	18.183	0.000
658.0	2.0	60.000	175.801	23.193	0	NaN	NaN	NaN	NaN	000	18.183	18.183	0.000
658.0	2.0	64.000	174.308	18.762	0	NaN	NaN	NaN	NaN	000	18.183	18.183	0.000
658.0	2.0	68.000	171.448	13.337	0	NaN	NaN	NaN	NaN	000	18.183	18.183	0.000
658.0	2.0	52.000	177.418	30.019	0	NaN	NaN	NaN	NaN	000	30.305	18.183	0.000
658.0	2.0	56.000	176.723	26.893	0	NaN	NaN	NaN	NaN	000	30.305	18.183	0.000
658.0	2.0	60.000	175.736	23.193	0	NaN	NaN	NaN	NaN	000	30.305	18.183	0.000
658.0	2.0	64.000	174.188	18.763	0	NaN	NaN	NaN	NaN	000	30.305	18.183	0.000
658.0	2.0	68.000	171.243	13.354	0	NaN	NaN	NaN	NaN	000	30.305	18.183	0.000
658.0	2.0	52.000	177.365	30.019	0	NaN	NaN	NaN	NaN	000	-18.183	30.305	0.000
658.0	2.0	56.000	176.657	26.894	0	NaN	NaN	NaN	NaN	000	-18.183	30.305	0.000
658.0	2.0	60.000	175.661	23.191	0	NaN	NaN	NaN	NaN	000	-18.183	30.305	0.000
658.0	2.0	64.000	174.099	18.761	0	NaN	NaN	NaN	NaN	000	-18.183	30.305	0.000
658.0	2.0	68.000	171.120	13.324	0	NaN	NaN	NaN	NaN	000	-18.183	30.305	0.000
658.0	2.0	52.000	177.457	30.016	0	NaN	NaN	NaN	NaN	000	-6.061	30.305	0.000
658.0	2.0	56.000	176.772	26.888	0	NaN	NaN	NaN	NaN	000	-6.061	30.305	0.000
658.0	2.0	60.000	175.809	23.185	0	NaN	NaN	NaN	NaN	000	-6.061	30.305	0.000
658.0	2.0	64.000	174.294	18.758	0	NaN	NaN	NaN	NaN	000	-6.061	30.305	0.000
658.0	2.0	68.000	171.390	13.340	0	NaN	NaN	NaN	NaN	000	-6.061	30.305	0.000
658.0	2.0	52.000	180.104	29.972	0	NaN	NaN	NaN	NaN	000	6.061	30.305	0.000
658.0	2.0	56.000	176.808	26.891	0	NaN	NaN	NaN	NaN	000	6.061	30.305	0.000
658.0	2.0	60.000	175.854	23.187	0	NaN	NaN	NaN	NaN	000	6.061	30.305	0.000
658.0	2.0	64.000	174.363	18.754	0	NaN	NaN	NaN	NaN	000	6.061	30.305	0.000
658.0	2.0	68.000	171.498	13.322	0	NaN	NaN	NaN	NaN	000	6.061	30.305	0.000
658.0	2.0	52.000	177.496	30.019	0	NaN	NaN	NaN	NaN	000	18.183	30.305	0.000
658.0	2.0	56.000	176.823	26.890	0	NaN	NaN	NaN	NaN	000	18.183	30.305	0.000
658.0	2.0	60.000	175.879	23.187	0	NaN	NaN	NaN	NaN	000	18.183	30.305	0.000
658.0	2.0	64.000	174.388	18.758	0	NaN	NaN	NaN	NaN	000	18.183	30.305	0.000
658.0	2.0	68.000	171.548	13.350	0	NaN	NaN	NaN	NaN	000	18.183	30.305	0.000
658.0	2.0	52.000	0.713	0.195	5	NaN	NaN	NaN	NaN	000	-18.183	-30.305	0.000
658.0	2.0	56.000	0.763	0.188	5	NaN	NaN	NaN	NaN	000	-18.183	-30.305	0.000
658.0	2.0	60.000	0.989	0.187	5	NaN	NaN	NaN	NaN	000	-18.183	-30.305	0.000
658.0	2.0	64.000	1.292	0.195	5	NaN	NaN	NaN	NaN	000	-18.183	-30.305	0.000
658.0	2.0	68.000	1.902	0.502	5	NaN	NaN	NaN	NaN	000	-18.183	-30.305	0.000
658.0	2.0	52.000	0.752	0.198	5	NaN	NaN	NaN	NaN	000	-6.061	-30.305	0.000
658.0	2.0	56.000	0.792	0.191	5	NaN	NaN	NaN	NaN	000	-6.061	-30.305	0.000
658.0	2.0	60.000	0.997	0.191	5	NaN	NaN	NaN	NaN	000	-6.061	-30.305	0.000
658.0	2.0	64.000	1.307	0.192	5	NaN	NaN	NaN	NaN	000	-6.061	-30.305	0.000
658.0	2.0	68.000	1.929	0.436	5	NaN	NaN	NaN	NaN	000	-6.061	-30.305	0.000
658.0	2.0	52.000	0.774	0.191	5	NaN	NaN	NaN	NaN	000	6.061	-30.305	0.000
658.0	2.0	56.000	0.808	0.195	5	NaN	NaN	NaN	NaN	000	6.061	-30.305	0.000
658.0	2.0	60.000	1.004	0.191	5	NaN	NaN	NaN	NaN	000	6.061	-30.305	0.000
658.0	2.0	64.000	1.308	0.186	5	NaN	NaN	NaN	NaN	000	6.061	-30.305	0.000
658.0	2.0	68.000	1.933	0.502	5	NaN	NaN	NaN	NaN	000	6.061	-30.305	0.000
658.0	2.0	52.000	0.777	0.192	5	NaN	NaN	NaN	NaN	000	18.183	-30.305	0.000
658.0	2.0	56.000	0.838	0.196	5	NaN	NaN	NaN	NaN	000	18.183	-30.305	0.000
658.0	2.0	60.000	1.010	0.195	5	NaN	NaN	NaN	NaN	000	18.183	-30.305	0.000
658.0	2.0	64.000	1.313	0.194	5	NaN	NaN	NaN	NaN	000	18.183	-30.305	0.000
658.0	2.0	68.000	1.934	0.537	5	NaN	NaN	NaN	NaN	000	18.183	-30.305	0.000
658.0	2.0	52.000	0.786	0.196	5	NaN	NaN	NaN	NaN	000	-30.305	-18.183	0.000
658.0	2.0	56.000	0.830	0.197	5	NaN	NaN	NaN	NaN	000	-30.305	-18.183	0.000
658.0	2.0	60.000	1.007	0.196	5	NaN	NaN	NaN	NaN	000	-30.305	-18.183	0.000
658.0	2.0	64.000	1.314	0.198	5	NaN	NaN	NaN	NaN	000	-30.305	-18.183	0.000
658.0	2.0	68.000	1.900	0.475	5	NaN	NaN	NaN	NaN	000	-30.305	-18.183	0.000
658.0	2.0	52.000	0.779	0.193	5	NaN	NaN	NaN	NaN	000	-18.183	-18.183	0.000
658.0	2.0	56.000	0.833	0.199	5	NaN	NaN	NaN	NaN	000	-18.183	-18.183	0.000
658.0	2.0	60.000	1.001	0.192	5	NaN	NaN	NaN	NaN	000	-18.183	-18.183	0.000
658.0	2.0	64.000	1.300	0.187	5	NaN	NaN	NaN	NaN	000	-18.183	-18.183	0.000
658.0	2.0	68.000	1.899	0.537	5	NaN	NaN	NaN	NaN	000	-18.183	-18.183	0.000
658.0	2.0	52.000	0.787	0.194	5	NaN	NaN	NaN	NaN	000	-6.061	-18.183	0.000
658.0	2.0	56.000	0.863	0.190	5	NaN	NaN	NaN	NaN	000	-6.061	-18.183	0.000
658.0	2.0	60.000	1.009	0.189	5	NaN	NaN	NaN	NaN	000	-6.061	-18.183	0.000
658.0	2.0	64.000	1.303	0.182	5	NaN	NaN	NaN	NaN	000	-6.061	-18.183	0.000
658.0	2.0	68.000	1.889	0.524	5	NaN	NaN	NaN	NaN	000	-6.061	-18.183	0.000
658.0	2.0	52.000	0.783	0.196	5	NaN	NaN	NaN	NaN	000	6.061	-18.183	0.000
658.0	2.0	56.000	0.848	0.201	5	NaN	NaN	NaN	NaN	000	6.061	-18.183	0.000
658.0	2.0	60.000	1.001	0.197	5	NaN	NaN	NaN	NaN	000	6.061	-18.183	0.000
658.0	2.0	64.000	1.298	0.187	5	NaN	NaN	NaN	NaN	000	6.061	-18.183	0.000
658.0	2.0	68.000	1.873	0.569	5	NaN	NaN	NaN	NaN	000	6.061	-18.183	0.000
658.0	2.0	52.000	0.807	0.194	5	NaN	NaN	NaN	NaN	000	18.183	-18.183	0.000
658.0	2.0	56.000	0.887	0.198	5	NaN	NaN	NaN	NaN	000	18.183	-18.183	0.000
658.0	2.0	60.000	1.020	0.192	5	NaN	NaN	NaN	NaN	000	18.183	-18.183	0.000
658.0	2.0	64.000	1.323	0.192	5	NaN	NaN	NaN	NaN	000	18.183	-18.183	0.000
658.0	2.0	68.000	1.907	0.521	5	NaN	NaN	NaN	NaN	000	18.183	-18.183	0.000
658.0	2.0	52.000	0.807	0.203	5	NaN	NaN	NaN	NaN	000	30.305	-18.183	0.000
658.0	2.0	56.000	0.873	0.202	5	NaN	NaN	NaN	NaN	000	30.305	-18.183	0.000
658.0	2.0	60.000	1.018	0.201	5	NaN	NaN	NaN	NaN	000	30.305	-18.183	0.000
658.0	2.0	64.000	1.313	0.193	5	NaN	NaN	NaN	NaN	000	30.305	-18.183	0.000
658.0	2.0	68.000	1.875	0.489	5	NaN	NaN	NaN	NaN	000	30.305	-18.183	0.000
658.0	2.0	52.000	0.818	0.197	5	NaN	NaN	NaN	NaN	000	-30.305	-6.061	0.000
658.0	2.0	56.000	0.862	0.194	5	NaN	NaN	NaN	NaN	000	-30.305	-6.061	0.000
658.0	2.0	60.000	0.996	0.194	5	NaN	NaN	NaN	NaN	000	-30.305	-6.061	0.000
658.0	2.0	64.000	1.309	0.191	5	NaN	NaN	NaN	NaN	000	-30.305	-6.061	0.000
658.0	2.0	68.000	1.874	0.510	5	NaN	NaN	NaN	NaN	000	-30.305	-6.061	0.000
658.0	2.0	52.000	0.799	0.189	5	NaN	NaN	NaN	NaN	000	-18.183	-6.061	0.000
658.0	2.0	56.000	0.872	0.198	5	NaN	NaN	NaN	NaN	000	-18.183	-6.061	0.000
658.0	2.0	60.000	0.999	0.198	5	NaN	NaN	NaN	NaN	000	-18.183	-6.061	0.000
658.0	2.0	64.000	1.296	0.192	5	NaN	NaN	NaN	NaN	000	-18.183	-6.061	0.000
658.0	2.0	68.000	1.853	0.483	5	NaN	NaN	NaN	NaN	000	-18.183	-6.061	0.000
658.0	2.0	52.000	0.785	0.195	5	NaN	NaN	NaN	NaN	000	-6.061	-6.061	0.000
658.0	2.0	56.000	0.859	0.191	5	NaN	NaN	NaN	NaN	000	-6.061	-6.061	0.000
658.0	2.0	60.000	0.995	0.192	5	NaN	NaN	NaN	NaN	000	-6.061	-6.061	0.000
658.0	2.0	64.000	1.257	0.189	5	NaN	NaN	NaN	NaN	000	-6.061	-6.061	0.000
658.0	2.0	68.000	1.821	0.499	5	NaN	NaN	NaN	NaN	000	-6.061	-6.061	0.000
658.0	2.0	52.000	0.798	0.191	5	NaN	NaN	NaN	NaN	000	6.061	-6.061	0.000
658.0	2.0	56.000	0.868	0.189	5	NaN	NaN	NaN	NaN	000	6.061	-6.061	0.000
658.0	2.0	60.000	0.971	0.192	5	NaN	NaN	NaN	NaN	000	6.061	-6.061	0.000
658.0	2.0	64.000	1.262	0.193	5	NaN	NaN	NaN	NaN	000	6.061	-6.061	0.000
658.0	2.0	68.000	1.825	0.592	5	NaN	NaN	NaN	NaN	000	6.061	-6.061	0.000
658.0	2.0	52.000	0.788	0.199	5	NaN	NaN	NaN	NaN	000	18.183	-6.061	0.000
658.0	2.0	56.000	0.872	0.194	5	NaN	NaN	NaN	NaN	000	18.183	-6.061	0.000
658.0	2.0	60.000	0.977	0.197	5	NaN	NaN	NaN	NaN	000	18.183	-6.061	0.000
658.0	2.0	64.000	1.266	0.200	5	NaN	NaN	NaN	NaN	000	18.183	-6.061	0.000
658.0	2.0	68.000	1.815	0.493	5	NaN	NaN	NaN	NaN	000	18.183	-6.061	0.000
658.0	2.0	52.000	0.810	0.195	5	NaN	NaN	NaN	NaN	000	30.305	-6.061	0.000
658.0	2.0	56.000	0.880	0.195	5	NaN	NaN	NaN	NaN	000	30.305	-6.061	0.000
658.0	2.0	60.000	0.992	0.195	5	NaN	NaN	NaN	NaN	000	30.305	-6.061	0.000
658.0	2.0	64.000	1.285	0.191	5	NaN	NaN	NaN	NaN	000	30.305	-6.061	0.000
658.0	2.0	68.000	1.830	0.598	5	NaN	NaN	NaN	NaN	000	30.305	-6.061	0.000
658.0	2.0	52.000	0.793	0.184	5	NaN	NaN	NaN	NaN	000	-30.305	6.061	0.000
658.0	2.0	56.000	0.871	0.190	5	NaN	NaN	NaN	NaN	000	-30.305	6.061	0.000
658.0	2.0	60.000	0.968	0.196	5	NaN	NaN	NaN	NaN	000	-30.305	6.061	0.000
658.0	2.0	64.000	1.238	0.183	5	NaN	NaN	NaN	NaN	000	-30.305	6.061	0.000
658.0	2.0	68.000	1.774	0.528	5	NaN	NaN	NaN	NaN	000	-30.305	6.061	0.000
658.0	2.0	52.000	0.791	0.191	5	NaN	NaN	NaN	NaN	000	-18.183	6.061	0.000
658.0	2.0	56.000	0.863	0.192	5	NaN	NaN	NaN	NaN	000	-18.183	6.061	0.000
658.0	2.0	60.000	0.969	0.193	5	NaN	NaN	NaN	NaN	000	-18.183	6.061	0.000
658.0	2.0	64.000	1.227	0.184	5	NaN	NaN	NaN	NaN	000	-18.183	6.061	0.000
658.0	2.0	68.000	1.764	0.488	5	NaN	NaN	NaN	NaN	000	-18.183	6.061	0.000
658.0	2.0	52.000	0.804	0.196	5	NaN	NaN	NaN	NaN	000	-6.061	6.061	0.000
658.0	2.0	56.000	0.905	0.197	5	NaN	NaN	NaN	NaN	000	-6.061	6.061	0.000
658.0	2.0	60.000	0.993	0.190	5	NaN	NaN	NaN	NaN	000	-6.061	6.061	0.000
658.0	2.0	64.000	1.243	0.189	5	NaN	NaN	NaN	NaN	000	-6.061	6.061	0.000
658.0	2.0	68.000	1.816	0.573	5	NaN	NaN	NaN	NaN	000	-6.061	6.061	0.000
658.0	2.0	52.000	0.806	0.196	5	NaN	NaN	NaN	NaN	000	6.061	6.061	0.000
658.0	2.0	56.000	0.881	0.198	5	NaN	NaN	NaN	NaN	000	6.061	6.061	0.000
658.0	2.0	60.000	0.990	0.196	5	NaN	NaN	NaN	NaN	000	6.061	6.061	0.000
658.0	2.0	64.000	1.256	0.192	5	NaN	NaN	NaN	NaN	000	6.061	6.061	0.000
658.0	2.0	68.000	1.793	0.492	5	NaN	NaN	NaN	NaN	000	6.061	6.061	0.000
658.0	2.0	52.000	0.824	0.202	5	NaN	NaN	NaN	NaN	000	18.183	6.061	0.000
658.0	2.0	56.000	0.908	0.197	5	NaN	NaN	NaN	NaN	000	18.183	6.061	0.000
658.0	2.0	60.000	1.011	0.194	5	NaN	NaN	NaN	NaN	000	18.183	6.061	0.000
658.0	2.0	64.000	1.246	0.192	5	NaN	NaN	NaN	NaN	000	18.183	6.061	0.000
658.0	2.0	68.000	1.807	0.489	5	NaN	NaN	NaN	NaN	000	18.183	6.061	0.000
658.0	2.0	52.000	0.848	0.191	5	NaN	NaN	NaN	NaN	000	30.305	6.061	0.000
658.0	2.0	56.000	0.888	0.195	5	NaN	NaN	NaN	NaN	000	30.305	6.061	0.000
658.0	2.0	60.000	1.010	0.195	5	NaN	NaN	NaN	NaN	000	30.305	6.061	0.000
658.0	2.0	64.000	1.287	0.196	5	NaN	NaN	NaN	NaN	000	30.305	6.061	0.000
658.0	2.0	68.000	1.833	0.527	5	NaN	NaN	NaN	NaN	000	30.305	6.061	0.000
658.0	2.0	52.000	0.826	0.190	5	NaN	NaN	NaN	NaN	000	-30.305	18.183	0.000
658.0	2.0	56.000	0.896	0.195	5	NaN	NaN	NaN	NaN	000	-30.305	18.183	0.000
658.0	2.0	60.000	0.996	0.186	5	NaN	NaN	NaN	NaN	000	-30.305	18.183	0.000
658.0	2.0	64.000	1.243	0.185	5	NaN	NaN	NaN	NaN	000	-30.305	18.183	0.000
658.0	2.0	68.000	1.772	0.572	5	NaN	NaN	NaN	NaN	000	-30.305	18.183	0.000
658.0	2.0	52.000	0.809	0.194	5	NaN	NaN	NaN	NaN	000	-18.183	18.183	0.000
658.0	2.0	56.000	0.884	0.191	5	NaN	NaN	NaN	NaN	000	-18.183	18.183	0.000
658.0	2.0	60.000	0.998	0.197	5	NaN	NaN	NaN	NaN	000	-18.183	18.183	0.000
658.0	2.0	64.000	1.264	0.192	5	NaN	NaN	NaN	NaN	000	-18.183	18.183	0.000
658.0	2.0	68.000	1.781	0.513	5	NaN	NaN	NaN	NaN	000	-18.183	18.183	0.000
658.0	2.0	52.000	0.813	0.185	5	NaN	NaN	NaN	NaN	000	-6.061	18.183	0.000
658.0	2.0	56.000	0.879	0.202	5	NaN	NaN	NaN	NaN	000	-6.061	18.183	0.000
658.0	2.0	60.000	0.995	0.196	5	NaN	NaN	NaN	NaN	000	-6.061	18.183	0.000
658.0	2.0	64.000	1.244	0.187	5	NaN	NaN	NaN	NaN	000	-6.061	18.183	0.000
658.0	2.0	68.000	1.804	0.592	5	NaN	NaN	NaN	NaN	000	-6.061	18.183	0.000
658.0	2.0	52.000	0.809	0.192	5	NaN	NaN	NaN	NaN	000	6.061	18.183	0.000
658.0	2.0	56.000	0.880	0.197	5	NaN	NaN	NaN	NaN	000	6.061	18.183	0.000
658.0	2.0	60.000	0.991	0.201	5	NaN	NaN	NaN	NaN	000	6.061	18.183	0.000
658.0	2.0	64.000	1.243	0.201	5	NaN	NaN	NaN	NaN	000	6.061	18.183	0.000
658.0	2.0	68.000	1.793	0.463	5	NaN	NaN	NaN	NaN	000	6.061	18.183	0.000
658.0	2.0	52.000	0.815	0.189	5	NaN	NaN	NaN	NaN	000	18.183	18.183	0.000
658.0	2.0	56.000	0.898	0.199	5	NaN	NaN	NaN	NaN	000	18.183	18.183	0.000
658.0	2.0	60.000	0.987	0.193	5	NaN	NaN	NaN	NaN	000	18.183	18.183	0.000
658.0	2.0	64.000	1.238	0.183	5	NaN	NaN	NaN	NaN	000	18.183	18.183	0.000
658.0	2.0	68.000	1.784	0.540	5	NaN	NaN	NaN	NaN	000	18.183	18.183	0.000
658.0	2.0	52.000	0.812	0.197	5	NaN	NaN	NaN	NaN	000	30.305	18.183	0.000
658.0	2.0	56.000	0.875	0.200	5	NaN	NaN	NaN	NaN	000	30.305	18.183	0.000
658.0	2.0	60.000	0.984	0.198	5	NaN	NaN	NaN	NaN	000	30.305	18.183	0.000
658.0	2.0	64.000	1.233	0.187	5	NaN	NaN	NaN	NaN	000	30.305	18.183	0.000
658.0	2.0	68.000	1.759	0.499	5	NaN	NaN	NaN	NaN	000	30.305	18.183	0.000
658.0	2.0	52.000	0.803	0.181	5	NaN	NaN	NaN	NaN	000	-18.183	30.305	0.000
658.0	2.0	56.000	0.880	0.184	5	NaN	NaN	NaN	NaN	000	-18.183	30.305	0.000
658.0	2.0	60.000	1.000	0.187	5	NaN	NaN	NaN	NaN	000	-18.183	30.305	0.000
658.0	2.0	64.000	1.227	0.189	5	NaN	NaN	NaN	NaN	000	-18.183	30.305	0.000
658.0	2.0	68.000	1.775	0.613	5	NaN	NaN	NaN	NaN	000	-18.183	30.305	0.000
658.0	2.0	52.000	0.808	0.196	5	NaN	NaN	NaN	NaN	000	-6.061	30.305	0.000
658.0	2.0	56.000	0.892	0.193	5	NaN	NaN	NaN	NaN	000	-6.061	30.305	0.000
658.0	2.0	60.000	0.995	0.195	5	NaN	NaN	NaN	NaN	000	-6.061	30.305	0.000
658.0	2.0	64.000	1.231	0.189	5	NaN	NaN	NaN	NaN	000	-6.061	30.305	0.000
658.0	2.0	68.000	1.748	0.520	5	NaN	NaN	NaN	NaN	000	-6.061	30.305	0.000
658.0	2.0	52.000	10.867	0.207	5	NaN	NaN	NaN	NaN	000	6.061	30.305	0.000
658.0	2.0	56.000	0.891	0.200	5	NaN	NaN	NaN	NaN	000	6.061	30.305	0.000
658.0	2.0	60.000	0.999	0.201	5	NaN	NaN	NaN	NaN	000	6.061	30.305	0.000
658.0	2.0	64.000	1.214	0.191	5	NaN	NaN	NaN	NaN	000	6.061	30.305	0.000
658.0	2.0	68.000	1.731	0.579	5	NaN	NaN	NaN	NaN	000	6.061	30.305	0.000
658.0	2.0	52.000	0.812	0.185	5	NaN	NaN	NaN	NaN	000	18.183	30.305	0.000
658.0	2.0	56.000	0.897	0.188	5	NaN	NaN	NaN	NaN	000	18.183	30.305	0.000
658.0	2.0	60.000	1.021	0.193	5	NaN	NaN	NaN	NaN	000	18.183	30.305	0.000
658.0	2.0	64.000	1.244	0.181	5	NaN	NaN	NaN	NaN	000	18.183	30.305	0.000
658.0	2.0	68.000	1.758	0.481	5	NaN	NaN	NaN	NaN	000	18.183	30.305	0.000
