#Lambda	Bandwidth	AOI	Delta	Psi	Zone	Amin	Pmin	Afix	Pfix	ROIidx	X_pos	Y_pos	Theta_pos
#nm	nm	deg	deg	deg	-	deg	deg	deg	deg	-	mm	mm	deg
658.0	2.0	52.000	177.703	29.921	2	-29.926	-43.851	-30.097	-43.850	000	-6.061	-6.061	0.000
658.0	2.0	52.000	176.918	29.935	1	-29.928	-46.540	-30.087	-46.541	000	-6.061	-6.061	0.000
658.0	2.0	52.000	177.513	30.116	3	30.121	43.756	30.097	43.756	000	-6.061	-6.061	0.000
658.0	2.0	56.000	176.932	26.964	4	26.958	46.517	30.000	46.517	000	-6.061	-6.061	0.000
658.0	2.0	56.000	177.024	26.794	2	-26.800	-43.511	-26.969	-43.511	000	-6.061	-6.061	0.000
658.0	2.0	56.000	176.165	26.803	1	-26.795	-46.916	-26.957	-46.916	000	-6.061	-6.061	0.000
658.0	2.0	56.000	176.742	26.985	3	26.991	43.371	26.969	43.371	000	-6.061	-6.061	0.000
658.0	2.0	60.000	176.093	23.239	4	23.232	46.913	30.000	46.912	000	-6.061	-6.061	0.000
658.0	2.0	60.000	176.077	23.101	2	-23.108	-43.037	-23.246	-43.037	000	-6.061	-6.061	0.000
658.0	2.0	60.000	175.098	23.104	1	-23.095	-47.450	-23.232	-47.450	000	-6.061	-6.061	0.000
658.0	2.0	60.000	175.681	23.293	3	23.301	42.841	23.246	42.841	000	-6.061	-6.061	0.000
658.0	2.0	64.000	174.764	18.763	4	18.756	47.542	30.000	47.542	000	-6.061	-6.061	0.000
658.0	2.0	64.000	174.515	18.692	2	-18.700	-42.257	-18.771	-42.257	000	-6.061	-6.061	0.000
658.0	2.0	64.000	173.507	18.694	1	-18.684	-48.246	-18.756	-48.246	000	-6.061	-6.061	0.000
658.0	2.0	64.000	174.059	18.881	3	18.889	42.030	18.771	42.030	000	-6.061	-6.061	0.000
658.0	2.0	68.000	172.248	13.061	4	13.053	48.734	30.000	48.734	000	-6.061	-6.061	0.000
658.0	2.0	68.000	171.510	13.382	2	-13.391	-40.758	-13.069	-40.758	000	-6.061	-6.061	0.000
658.0	2.0	68.000	170.427	13.383	1	-13.373	-49.790	-13.052	-49.790	000	-6.061	-6.061	0.000
658.0	2.0	68.000	171.033	13.560	3	13.569	40.522	13.069	40.522	000	-6.061	-6.061	0.000
658.0	2.0	52.000	177.666	30.092	4	30.087	46.168	30.000	46.168	000	6.067	-6.061	0.000
658.0	2.0	52.000	177.857	29.924	2	-29.929	-43.928	-30.096	-43.928	000	6.061	-6.061	0.000
658.0	2.0	52.000	177.059	29.933	1	-29.927	-46.470	-30.087	-46.470	000	6.061	-6.061	0.000
658.0	2.0	52.000	177.672	30.115	3	30.120	43.836	30.097	43.836	000	6.061	-6.061	0.000
658.0	2.0	56.000	177.126	26.961	4	26.956	46.420	30.000	46.420	000	6.061	-6.061	0.000
658.0	2.0	56.000	177.220	26.798	2	-26.804	-43.609	-26.967	-43.609	000	6.061	-6.061	0.000
658.0	2.0	56.000	176.352	26.808	1	-26.801	-46.823	-26.956	-46.823	000	6.061	-6.061	0.000
658.0	2.0	56.000	176.938	26.988	3	26.993	43.469	26.967	43.469	000	6.061	-6.061	0.000
658.0	2.0	60.000	176.344	23.244	4	23.238	46.787	30.000	46.787	000	6.061	-6.061	0.000
658.0	2.0	60.000	176.329	23.099	2	-23.105	-43.163	-23.251	-43.164	000	6.061	-6.061	0.000
658.0	2.0	60.000	175.373	23.106	1	-23.098	-47.313	-23.238	-47.312	000	6.061	-6.061	0.000
658.0	2.0	60.000	175.931	23.292	3	23.299	42.966	23.250	42.966	000	6.061	-6.061	0.000
658.0	2.0	64.000	175.105	18.751	4	18.744	47.372	30.000	47.372	000	6.061	-6.061	0.000
658.0	2.0	64.000	174.867	18.684	2	-18.692	-42.433	-18.758	-42.433	000	6.061	-6.061	0.000
658.0	2.0	64.000	173.842	18.687	1	-18.679	-48.078	-18.744	-48.078	000	6.061	-6.061	0.000
658.0	2.0	64.000	174.403	18.878	3	18.886	42.202	18.758	42.202	000	6.061	-6.061	0.000
658.0	2.0	68.000	172.693	12.945	4	12.937	48.510	30.000	48.510	000	6.061	-6.061	0.000
658.0	2.0	68.000	171.967	13.361	2	-13.369	-40.988	-12.952	-40.988	000	6.061	-6.061	0.000
658.0	2.0	68.000	170.868	13.361	1	-13.351	-49.570	-12.937	-49.570	000	6.061	-6.061	0.000
658.0	2.0	68.000	171.483	13.537	3	13.546	40.748	12.952	40.748	000	6.061	-6.061	0.000
658.0	2.0	52.000	177.649	30.098	4	30.093	46.176	30.000	46.176	000	18.183	-6.061	0.000
658.0	2.0	52.000	177.848	29.920	2	-29.924	-43.923	-30.103	-43.923	000	18.183	-6.061	0.000
658.0	2.0	52.000	177.060	29.932	1	-29.926	-46.469	-30.093	-46.469	000	18.183	-6.061	0.000
658.0	2.0	52.000	177.659	30.119	3	30.124	43.830	30.102	43.830	000	18.183	-6.061	0.000
658.0	2.0	56.000	177.112	26.965	4	26.959	46.427	30.000	46.427	000	18.183	-6.061	0.000
658.0	2.0	56.000	177.217	26.796	2	-26.801	-43.607	-26.970	-43.607	000	18.183	-6.061	0.000
658.0	2.0	56.000	176.345	26.806	1	-26.798	-46.827	-26.959	-46.827	000	18.183	-6.061	0.000
658.0	2.0	56.000	176.916	26.989	3	26.995	43.458	26.970	43.458	000	18.183	-6.061	0.000
658.0	2.0	60.000	176.320	23.243	4	23.237	46.799	30.000	46.799	000	18.183	-6.061	0.000
658.0	2.0	60.000	176.316	23.101	2	-23.107	-43.157	-23.250	-43.157	000	18.183	-6.061	0.000
658.0	2.0	60.000	175.343	23.105	1	-23.097	-47.328	-23.237	-47.328	000	18.183	-6.061	0.000
658.0	2.0	60.000	175.915	23.298	3	23.305	42.958	23.250	42.958	000	18.183	-6.061	0.000
658.0	2.0	64.000	175.079	18.761	4	18.754	47.385	30.000	47.384	000	18.183	-6.061	0.000
658.0	2.0	64.000	174.858	18.686	2	-18.693	-42.429	-18.768	-42.429	000	18.183	-6.061	0.000
658.0	2.0	64.000	173.813	18.691	1	-18.682	-48.093	-18.753	-48.093	000	18.183	-6.061	0.000
658.0	2.0	64.000	174.379	18.886	3	18.894	42.191	18.768	42.191	000	18.183	-6.061	0.000
658.0	2.0	68.000	172.717	13.063	4	13.056	48.500	30.000	48.500	000	18.183	-6.061	0.000
658.0	2.0	68.000	172.021	13.373	2	-13.381	-41.014	-13.071	-41.014	000	18.183	-6.061	0.000
658.0	2.0	68.000	170.902	13.372	1	-13.363	-49.552	-13.056	-49.552	000	18.183	-6.061	0.000
658.0	2.0	68.000	171.511	13.557	3	13.566	40.761	13.071	40.761	000	18.183	-6.061	0.000
658.0	2.0	52.000	177.494	30.100	4	30.095	46.254	30.000	46.254	000	30.310	-6.061	0.000
658.0	2.0	52.000	177.689	29.926	2	-29.931	-43.843	-30.106	-43.843	000	30.305	-6.061	0.000
658.0	2.0	52.000	176.878	29.936	1	-29.930	-46.560	-30.095	-46.560	000	30.305	-6.061	0.000
658.0	2.0	52.000	177.484	30.121	3	30.127	43.742	30.106	43.742	000	30.305	-6.061	0.000
658.0	2.0	56.000	176.894	26.966	4	26.960	46.535	30.000	46.535	000	30.305	-6.061	0.000
658.0	2.0	56.000	177.000	26.794	2	-26.800	-43.499	-26.972	-43.499	000	30.305	-6.061	0.000
658.0	2.0	56.000	176.120	26.806	1	-26.798	-46.939	-26.960	-46.939	000	30.305	-6.061	0.000
658.0	2.0	56.000	176.701	26.989	3	26.996	43.351	26.971	43.351	000	30.305	-6.061	0.000
658.0	2.0	60.000	176.029	23.251	4	23.245	46.945	30.000	46.945	000	30.305	-6.061	0.000
658.0	2.0	60.000	176.028	23.103	2	-23.110	-43.013	-23.258	-43.013	000	30.305	-6.061	0.000
658.0	2.0	60.000	175.037	23.110	1	-23.102	-47.481	-23.245	-47.481	000	30.305	-6.061	0.000
658.0	2.0	60.000	175.611	23.298	3	23.306	42.806	23.258	42.806	000	30.305	-6.061	0.000
658.0	2.0	64.000	174.661	18.771	4	18.764	47.594	30.000	47.594	000	30.305	-6.061	0.000
658.0	2.0	64.000	174.436	18.697	2	-18.705	-42.217	-18.779	-42.217	000	30.305	-6.061	0.000
658.0	2.0	64.000	173.376	18.703	1	-18.693	-48.311	-18.763	-48.311	000	30.305	-6.061	0.000
658.0	2.0	64.000	173.949	18.888	3	18.897	41.975	18.779	41.975	000	30.305	-6.061	0.000
658.0	2.0	68.000	172.022	12.975	4	12.967	48.846	30.000	48.847	000	30.305	-6.061	0.000
658.0	2.0	68.000	171.319	13.392	2	-13.401	-40.664	-12.983	-40.663	000	30.305	-6.061	0.000
658.0	2.0	68.000	170.192	13.394	1	-13.383	-49.909	-12.967	-49.909	000	30.305	-6.061	0.000
658.0	2.0	68.000	170.828	13.573	3	13.583	40.420	12.983	40.420	000	30.305	-6.061	0.000
658.0	2.0	52.000	177.491	30.094	4	30.089	46.255	30.000	46.255	000	-30.306	6.061	0.000
658.0	2.0	52.000	177.691	29.928	2	-29.933	-43.844	-30.099	-43.844	000	-30.305	6.061	0.000
658.0	2.0	52.000	176.898	29.935	1	-29.929	-46.550	-30.089	-46.550	000	-30.305	6.061	0.000
658.0	2.0	52.000	177.502	30.113	3	30.118	43.751	30.099	43.751	000	-30.305	6.061	0.000
658.0	2.0	56.000	176.908	26.963	4	26.957	46.529	30.000	46.529	000	-30.305	6.061	0.000
658.0	2.0	56.000	177.015	26.798	2	-26.803	-43.507	-26.969	-43.507	000	-30.305	6.061	0.000
658.0	2.0	56.000	176.144	26.807	1	-26.799	-46.927	-26.957	-46.927	000	-30.305	6.061	0.000
658.0	2.0	56.000	176.730	26.987	3	26.994	43.365	26.969	43.365	000	-30.305	6.061	0.000
658.0	2.0	60.000	176.067	23.247	4	23.240	46.926	30.000	46.926	000	-30.305	6.061	0.000
658.0	2.0	60.000	176.065	23.099	2	-23.106	-43.031	-23.254	-43.031	000	-30.305	6.061	0.000
658.0	2.0	60.000	175.098	23.109	1	-23.101	-47.450	-23.240	-47.450	000	-30.305	6.061	0.000
658.0	2.0	60.000	175.673	23.296	3	23.303	42.837	23.254	42.837	000	-30.305	6.061	0.000
658.0	2.0	64.000	174.736	18.763	4	18.756	47.556	30.000	47.556	000	-30.305	6.061	0.000
658.0	2.0	64.000	174.532	18.694	2	-18.702	-42.265	-18.771	-42.265	000	-30.305	6.061	0.000
658.0	2.0	64.000	173.498	18.692	1	-18.683	-48.250	-18.756	-48.250	000	-30.305	6.061	0.000
658.0	2.0	64.000	174.066	18.876	3	18.884	42.034	18.771	42.034	000	-30.305	6.061	0.000
658.0	2.0	68.000	172.222	13.027	4	13.019	48.747	30.000	48.747	000	-30.305	6.061	0.000
658.0	2.0	68.000	171.536	13.380	2	-13.389	-40.772	-13.036	-40.772	000	-30.305	6.061	0.000
658.0	2.0	68.000	170.448	13.382	1	-13.372	-49.780	-13.019	-49.780	000	-30.305	6.061	0.000
658.0	2.0	68.000	171.053	13.556	3	13.566	40.532	13.035	40.532	000	-30.305	6.061	0.000
658.0	2.0	52.000	177.668	30.094	4	30.089	46.167	30.000	46.167	000	-18.182	6.061	0.000
658.0	2.0	52.000	177.874	29.923	2	-29.927	-43.936	-30.099	-43.936	000	-18.183	6.061	0.000
658.0	2.0	52.000	177.082	29.940	1	-29.934	-46.458	-30.089	-46.458	000	-18.183	6.061	0.000
658.0	2.0	52.000	177.683	30.115	3	30.119	43.842	30.099	43.842	000	-18.183	6.061	0.000
658.0	2.0	56.000	177.130	26.961	4	26.956	46.417	30.000	46.417	000	-18.183	6.061	0.000
658.0	2.0	56.000	177.245	26.795	2	-26.800	-43.621	-26.967	-43.621	000	-18.183	6.061	0.000
658.0	2.0	56.000	176.381	26.807	1	-26.800	-46.808	-26.956	-46.808	000	-18.183	6.061	0.000
658.0	2.0	56.000	176.946	26.987	3	26.993	43.473	26.967	43.473	000	-18.183	6.061	0.000
658.0	2.0	60.000	176.342	23.234	4	23.228	46.788	30.000	46.788	000	-18.183	6.061	0.000
658.0	2.0	60.000	176.344	23.096	2	-23.103	-43.171	-23.240	-43.171	000	-18.183	6.061	0.000
658.0	2.0	60.000	175.374	23.106	1	-23.098	-47.312	-23.227	-47.312	000	-18.183	6.061	0.000
658.0	2.0	60.000	175.948	23.289	3	23.296	42.974	23.241	42.974	000	-18.183	6.061	0.000
658.0	2.0	64.000	175.090	18.754	4	18.747	47.379	30.000	47.379	000	-18.183	6.061	0.000
658.0	2.0	64.000	174.884	18.691	2	-18.698	-42.441	-18.761	-42.442	000	-18.183	6.061	0.000
658.0	2.0	64.000	173.863	18.693	1	-18.684	-48.068	-18.747	-48.068	000	-18.183	6.061	0.000
658.0	2.0	64.000	174.421	18.875	3	18.883	42.211	18.761	42.211	000	-18.183	6.061	0.000
658.0	2.0	68.000	172.712	13.060	4	13.052	48.502	30.000	48.502	000	-18.183	6.061	0.000
658.0	2.0	68.000	172.034	13.369	2	-13.377	-41.020	-13.067	-41.020	000	-18.183	6.061	0.000
658.0	2.0	68.000	170.948	13.375	1	-13.365	-49.529	-13.052	-49.529	000	-18.183	6.061	0.000
658.0	2.0	68.000	171.553	13.548	3	13.557	40.781	13.067	40.782	000	-18.183	6.061	0.000
658.0	2.0	52.000	177.639	30.095	4	30.090	46.181	30.000	46.181	000	-6.061	6.061	0.000
658.0	2.0	52.000	177.840	29.923	2	-29.927	-43.919	-30.100	-43.919	000	-6.061	6.061	0.000
658.0	2.0	52.000	177.035	29.937	1	-29.930	-46.481	-30.090	-46.481	000	-6.061	6.061	0.000
658.0	2.0	52.000	177.636	30.118	3	30.123	43.818	30.100	43.818	000	-6.061	6.061	0.000
658.0	2.0	56.000	177.087	26.973	4	26.967	46.439	30.000	46.439	000	-6.061	6.061	0.000
658.0	2.0	56.000	177.212	26.797	2	-26.802	-43.605	-26.978	-43.605	000	-6.061	6.061	0.000
658.0	2.0	56.000	176.307	26.803	1	-26.796	-46.846	-26.967	-46.846	000	-6.061	6.061	0.000
658.0	2.0	56.000	176.898	26.994	3	27.000	43.449	26.978	43.449	000	-6.061	6.061	0.000
658.0	2.0	60.000	176.283	23.252	4	23.246	46.818	30.000	46.818	000	-6.061	6.061	0.000
658.0	2.0	60.000	176.308	23.101	2	-23.108	-43.153	-23.259	-43.153	000	-6.061	6.061	0.000
658.0	2.0	60.000	175.315	23.109	1	-23.101	-47.342	-23.246	-47.342	000	-6.061	6.061	0.000
658.0	2.0	60.000	175.883	23.291	3	23.299	42.942	23.259	42.942	000	-6.061	6.061	0.000
658.0	2.0	64.000	175.023	18.754	4	18.747	47.413	30.000	47.413	000	-6.061	6.061	0.000
658.0	2.0	64.000	174.831	18.693	2	-18.700	-42.415	-18.761	-42.415	000	-6.061	6.061	0.000
658.0	2.0	64.000	173.780	18.697	1	-18.688	-48.110	-18.747	-48.110	000	-6.061	6.061	0.000
658.0	2.0	64.000	174.331	18.882	3	18.890	42.167	18.761	42.166	000	-6.061	6.061	0.000
658.0	2.0	68.000	172.642	12.978	4	12.970	48.536	30.000	48.536	000	-6.061	6.061	0.000
658.0	2.0	68.000	171.972	13.374	2	-13.383	-40.990	-12.985	-40.990	000	-6.061	6.061	0.000
658.0	2.0	68.000	170.826	13.375	1	-13.365	-49.591	-12.970	-49.591	000	-6.061	6.061	0.000
658.0	2.0	68.000	171.459	13.551	3	13.560	40.735	12.985	40.736	000	-6.061	6.061	0.000
658.0	2.0	52.000	177.560	30.103	4	30.098	46.221	30.000	46.221	000	6.067	6.061	0.000
658.0	2.0	52.000	177.760	29.928	2	-29.932	-43.879	-30.108	-43.879	000	6.061	6.061	0.000
658.0	2.0	52.000	176.954	29.936	1	-29.930	-46.522	-30.098	-46.522	000	6.061	6.061	0.000
658.0	2.0	52.000	177.561	30.124	3	30.129	43.781	30.108	43.781	000	6.061	6.061	0.000
658.0	2.0	56.000	176.983	26.968	4	26.962	46.491	30.000	46.491	000	6.061	6.061	0.000
658.0	2.0	56.000	177.098	26.799	2	-26.804	-43.548	-26.974	-43.548	000	6.061	6.061	0.000
658.0	2.0	56.000	176.216	26.810	1	-26.802	-46.891	-26.962	-46.891	000	6.061	6.061	0.000
658.0	2.0	56.000	176.798	26.996	3	27.003	43.399	26.974	43.399	000	6.061	6.061	0.000
658.0	2.0	60.000	176.149	23.258	4	23.251	46.884	30.000	46.884	000	6.061	6.061	0.000
658.0	2.0	60.000	176.165	23.105	2	-23.112	-43.082	-23.265	-43.081	000	6.061	6.061	0.000
658.0	2.0	60.000	175.175	23.111	1	-23.103	-47.412	-23.251	-47.412	000	6.061	6.061	0.000
658.0	2.0	60.000	175.757	23.301	3	23.309	42.879	23.264	42.879	000	6.061	6.061	0.000
658.0	2.0	64.000	174.846	18.770	4	18.763	47.501	30.000	47.501	000	6.061	6.061	0.000
658.0	2.0	64.000	174.646	18.696	2	-18.704	-42.323	-18.778	-42.322	000	6.061	6.061	0.000
658.0	2.0	64.000	173.591	18.703	1	-18.694	-48.204	-18.763	-48.204	000	6.061	6.061	0.000
658.0	2.0	64.000	174.161	18.889	3	18.897	42.081	18.778	42.081	000	6.061	6.061	0.000
658.0	2.0	68.000	172.350	13.080	4	13.072	48.684	30.000	48.683	000	6.061	6.061	0.000
658.0	2.0	68.000	171.695	13.381	2	-13.389	-40.851	-13.088	-40.851	000	6.061	6.061	0.000
658.0	2.0	68.000	170.557	13.385	1	-13.375	-49.725	-13.072	-49.725	000	6.061	6.061	0.000
658.0	2.0	68.000	171.181	13.571	3	13.581	40.596	13.088	40.596	000	6.061	6.061	0.000
658.0	2.0	52.000	177.641	30.095	4	30.090	46.180	30.000	46.180	000	18.189	6.061	0.000
658.0	2.0	52.000	177.861	29.920	2	-29.924	-43.930	-30.100	-43.930	000	18.183	6.061	0.000
658.0	2.0	52.000	177.038	29.940	1	-29.933	-46.480	-30.090	-46.481	000	18.183	6.061	0.000
658.0	2.0	52.000	177.644	30.122	3	30.127	43.822	30.100	43.822	000	18.183	6.061	0.000
658.0	2.0	56.000	177.093	26.972	4	26.966	46.436	30.000	46.436	000	18.183	6.061	0.000
658.0	2.0	56.000	177.213	26.794	2	-26.799	-43.605	-26.978	-43.605	000	18.183	6.061	0.000
658.0	2.0	56.000	176.304	26.804	1	-26.797	-46.847	-26.966	-46.847	000	18.183	6.061	0.000
658.0	2.0	56.000	176.902	26.991	3	26.997	43.451	26.977	43.451	000	18.183	6.061	0.000
658.0	2.0	60.000	176.292	23.252	4	23.246	46.813	30.000	46.813	000	18.183	6.061	0.000
658.0	2.0	60.000	176.310	23.103	2	-23.109	-43.154	-23.259	-43.154	000	18.183	6.061	0.000
658.0	2.0	60.000	175.299	23.108	1	-23.100	-47.349	-23.246	-47.349	000	18.183	6.061	0.000
658.0	2.0	60.000	175.882	23.297	3	23.304	42.941	23.259	42.941	000	18.183	6.061	0.000
658.0	2.0	64.000	175.020	18.763	4	18.756	47.414	30.000	47.414	000	18.183	6.061	0.000
658.0	2.0	64.000	174.843	18.692	2	-18.700	-42.421	-18.770	-42.421	000	18.183	6.061	0.000
658.0	2.0	64.000	173.774	18.696	1	-18.687	-48.113	-18.756	-48.113	000	18.183	6.061	0.000
658.0	2.0	64.000	174.334	18.884	3	18.892	42.168	18.770	42.168	000	18.183	6.061	0.000
658.0	2.0	68.000	172.612	13.074	4	13.066	48.552	30.000	48.553	000	18.183	6.061	0.000
658.0	2.0	68.000	171.947	13.377	2	-13.386	-40.977	-13.081	-40.976	000	18.183	6.061	0.000
658.0	2.0	68.000	170.806	13.376	1	-13.366	-49.600	-13.066	-49.600	000	18.183	6.061	0.000
658.0	2.0	68.000	171.438	13.562	3	13.572	40.724	13.082	40.724	000	18.183	6.061	0.000
658.0	2.0	52.000	177.472	30.096	4	30.091	46.264	30.000	46.264	000	30.310	6.061	0.000
658.0	2.0	52.000	177.691	29.927	2	-29.932	-43.844	-30.101	-43.844	000	30.305	6.061	0.000
658.0	2.0	52.000	176.842	29.937	1	-29.931	-46.578	-30.091	-46.578	000	30.305	6.061	0.000
658.0	2.0	52.000	177.476	30.118	3	30.123	43.738	30.101	43.738	000	30.305	6.061	0.000
658.0	2.0	56.000	176.867	26.971	4	26.965	46.549	30.000	46.549	000	30.305	6.061	0.000
658.0	2.0	56.000	176.983	26.798	2	-26.804	-43.491	-26.977	-43.490	000	30.305	6.061	0.000
658.0	2.0	56.000	176.095	26.807	1	-26.799	-46.951	-26.966	-46.951	000	30.305	6.061	0.000
658.0	2.0	56.000	176.681	26.993	3	27.000	43.340	26.977	43.341	000	30.305	6.061	0.000
658.0	2.0	60.000	176.002	23.252	4	23.245	46.958	30.000	46.958	000	30.305	6.061	0.000
658.0	2.0	60.000	176.025	23.104	2	-23.111	-43.011	-23.259	-43.011	000	30.305	6.061	0.000
658.0	2.0	60.000	175.015	23.112	1	-23.103	-47.492	-23.245	-47.492	000	30.305	6.061	0.000
658.0	2.0	60.000	175.592	23.299	3	23.306	42.796	23.259	42.797	000	30.305	6.061	0.000
658.0	2.0	64.000	174.630	18.768	4	18.760	47.609	30.000	47.609	000	30.305	6.061	0.000
658.0	2.0	64.000	174.435	18.698	2	-18.706	-42.217	-18.775	-42.217	000	30.305	6.061	0.000
658.0	2.0	64.000	173.343	18.700	1	-18.690	-48.328	-18.760	-48.328	000	30.305	6.061	0.000
658.0	2.0	64.000	173.930	18.894	3	18.903	41.966	18.776	41.966	000	30.305	6.061	0.000
658.0	2.0	68.000	171.979	13.040	4	13.032	48.868	30.000	48.868	000	30.305	6.061	0.000
658.0	2.0	68.000	171.300	13.389	2	-13.398	-40.654	-13.048	-40.654	000	30.305	6.061	0.000
658.0	2.0	68.000	170.146	13.388	1	-13.378	-49.931	-13.032	-49.931	000	30.305	6.061	0.000
658.0	2.0	68.000	170.799	13.567	3	13.577	40.405	13.048	40.405	000	30.305	6.061	0.000
658.0	2.0	52.000	177.612	30.091	4	30.086	46.194	30.000	46.194	000	-30.306	18.183	0.000
658.0	2.0	52.000	177.821	29.927	2	-29.931	-43.910	-30.096	-43.910	000	-30.305	18.183	0.000
658.0	2.0	52.000	176.996	29.933	1	-29.927	-46.501	-30.086	-46.501	000	-30.305	18.183	0.000
658.0	2.0	52.000	177.610	30.116	3	30.121	43.805	30.096	43.805	000	-30.305	18.183	0.000
658.0	2.0	56.000	177.053	26.964	4	26.958	46.456	30.000	46.456	000	-30.305	18.183	0.000
658.0	2.0	56.000	177.182	26.794	2	-26.799	-43.590	-26.970	-43.590	000	-30.305	18.183	0.000
658.0	2.0	56.000	176.286	26.806	1	-26.799	-46.856	-26.958	-46.856	000	-30.305	18.183	0.000
658.0	2.0	56.000	176.872	26.989	3	26.995	43.436	26.969	43.436	000	-30.305	18.183	0.000
658.0	2.0	60.000	176.242	23.242	4	23.236	46.838	30.000	46.838	000	-30.305	18.183	0.000
658.0	2.0	60.000	176.273	23.105	2	-23.111	-43.135	-23.249	-43.135	000	-30.305	18.183	0.000
658.0	2.0	60.000	175.277	23.112	1	-23.104	-47.361	-23.236	-47.361	000	-30.305	18.183	0.000
658.0	2.0	60.000	175.852	23.291	3	23.298	42.926	23.249	42.926	000	-30.305	18.183	0.000
658.0	2.0	64.000	174.958	18.760	4	18.752	47.445	30.000	47.445	000	-30.305	18.183	0.000
658.0	2.0	64.000	174.774	18.691	2	-18.699	-42.386	-18.767	-42.387	000	-30.305	18.183	0.000
658.0	2.0	64.000	173.715	18.700	1	-18.690	-48.142	-18.752	-48.142	000	-30.305	18.183	0.000
658.0	2.0	64.000	174.289	18.876	3	18.884	42.145	18.767	42.145	000	-30.305	18.183	0.000
658.0	2.0	68.000	172.532	12.985	4	12.977	48.591	30.000	48.591	000	-30.305	18.183	0.000
658.0	2.0	68.000	171.875	13.373	2	-13.382	-40.942	-12.993	-40.942	000	-30.305	18.183	0.000
658.0	2.0	68.000	170.760	13.377	1	-13.367	-49.624	-12.977	-49.624	000	-30.305	18.183	0.000
658.0	2.0	68.000	171.380	13.556	3	13.566	40.696	12.992	40.696	000	-30.305	18.183	0.000
658.0	2.0	52.000	177.621	30.094	4	30.089	46.190	30.000	46.190	000	-18.183	18.183	0.000
658.0	2.0	52.000	177.829	29.925	2	-29.930	-43.914	-30.099	-43.914	000	-18.183	18.183	0.000
658.0	2.0	52.000	177.021	29.935	1	-29.929	-46.489	-30.089	-46.489	000	-18.183	18.183	0.000
658.0	2.0	52.000	177.624	30.119	3	30.124	43.812	30.099	43.812	000	-18.183	18.183	0.000
658.0	2.0	56.000	177.066	26.969	4	26.963	46.450	30.000	46.450	000	-18.183	18.183	0.000
658.0	2.0	56.000	177.183	26.799	2	-26.804	-43.590	-26.975	-43.590	000	-18.183	18.183	0.000
658.0	2.0	56.000	176.299	26.804	1	-26.797	-46.850	-26.963	-46.850	000	-18.183	18.183	0.000
658.0	2.0	56.000	176.882	26.990	3	26.996	43.441	26.974	43.441	000	-18.183	18.183	0.000
658.0	2.0	60.000	176.249	23.246	4	23.240	46.834	30.000	46.834	000	-18.183	18.183	0.000
658.0	2.0	60.000	176.289	23.100	2	-23.107	-43.143	-23.252	-43.143	000	-18.183	18.183	0.000
658.0	2.0	60.000	175.290	23.107	1	-23.098	-47.354	-23.240	-47.354	000	-18.183	18.183	0.000
658.0	2.0	60.000	175.853	23.297	3	23.305	42.927	23.253	42.927	000	-18.183	18.183	0.000
658.0	2.0	64.000	174.978	18.761	4	18.754	47.435	30.000	47.435	000	-18.183	18.183	0.000
658.0	2.0	64.000	174.788	18.691	2	-18.699	-42.394	-18.769	-42.394	000	-18.183	18.183	0.000
658.0	2.0	64.000	173.715	18.698	1	-18.689	-48.142	-18.754	-48.142	000	-18.183	18.183	0.000
658.0	2.0	64.000	174.292	18.884	3	18.892	42.147	18.768	42.147	000	-18.183	18.183	0.000
658.0	2.0	68.000	172.539	13.045	4	13.037	48.589	30.000	48.589	000	-18.183	18.183	0.000
658.0	2.0	68.000	171.882	13.380	2	-13.389	-40.944	-13.053	-40.944	000	-18.183	18.183	0.000
658.0	2.0	68.000	170.758	13.378	1	-13.368	-49.625	-13.037	-49.624	000	-18.183	18.183	0.000
658.0	2.0	68.000	171.380	13.558	3	13.567	40.695	13.053	40.696	000	-18.183	18.183	0.000
658.0	2.0	52.000	177.591	30.097	4	30.092	46.205	30.000	46.205	000	-6.061	18.183	0.000
658.0	2.0	52.000	177.804	29.925	2	-29.929	-43.901	-30.103	-43.901	000	-6.061	18.183	0.000
658.0	2.0	52.000	176.991	29.936	1	-29.930	-46.504	-30.093	-46.504	000	-6.061	18.183	0.000
658.0	2.0	52.000	177.597	30.109	3	30.114	43.799	30.102	43.799	000	-6.061	18.183	0.000
658.0	2.0	56.000	177.023	26.970	4	26.965	46.471	30.000	46.471	000	-6.061	18.183	0.000
658.0	2.0	56.000	177.154	26.795	2	-26.800	-43.576	-26.976	-43.576	000	-6.061	18.183	0.000
658.0	2.0	56.000	176.274	26.807	1	-26.800	-46.862	-26.965	-46.862	000	-6.061	18.183	0.000
658.0	2.0	56.000	176.838	26.997	3	27.003	43.419	26.976	43.419	000	-6.061	18.183	0.000
658.0	2.0	60.000	176.206	23.249	4	23.243	46.856	30.000	46.856	000	-6.061	18.183	0.000
658.0	2.0	60.000	176.231	23.100	2	-23.107	-43.114	-23.256	-43.114	000	-6.061	18.183	0.000
658.0	2.0	60.000	175.235	23.104	1	-23.096	-47.381	-23.242	-47.381	000	-6.061	18.183	0.000
658.0	2.0	60.000	175.806	23.297	3	23.304	42.903	23.256	42.903	000	-6.061	18.183	0.000
658.0	2.0	64.000	174.906	18.777	4	18.770	47.471	30.000	47.471	000	-6.061	18.183	0.000
658.0	2.0	64.000	174.722	18.692	2	-18.700	-42.360	-18.785	-42.361	000	-6.061	18.183	0.000
